"Year","SITE_ID","Pot_Count","Total_Spot_Count","Total_Spot_Wt_KG","Prop_Lg_by_Wt","Prop_Lg_by_Ct","Est_Wt_Large","Est_Ct_LG","CPUE_All_KG","CPUE_All_LB","CPUE_All_Count","CPUE_Large_KG","CPUE_Large_LB","CPUE_Large_Count"
"1996","3",44.000000,823.000000,13.116000,0.000000,0.000000,0.000000,0.000000,0.298090,0.657171,18.704545,0.000000,0.000000,0.000000
"1996","4",43.000000,729.000000,11.684000,0.000000,0.000000,0.000000,0.000000,0.271720,0.599035,16.953488,0.000000,0.000000,0.000000
"1996","5",44.000000,468.000000,6.816000,0.000000,0.000000,0.000000,0.000000,0.154909,0.341512,10.636363,0.000000,0.000000,0.000000
"1996","6",44.000000,811.000000,13.674000,0.000000,0.000000,0.000000,0.000000,0.310772,0.685129,18.431818,0.000000,0.000000,0.000000
"1996","7",43.000000,207.000000,4.412000,0.000000,0.000000,0.000000,0.000000,0.102604,0.226202,4.813953,0.000000,0.000000,0.000000
"1996","8",44.000000,732.000000,14.662000,0.000000,0.000000,0.000000,0.000000,0.333227,0.734632,16.636363,0.000000,0.000000,0.000000
"1997","1",44.000000,364.000000,10.046000,0.893457,0.829201,8.975670,301.829201,0.228318,0.503350,8.272727,0.203992,0.449721,6.859754
"1997","2",42.000000,173.000000,4.476000,0.830775,0.726744,3.718550,125.726744,0.106571,0.234947,4.119047,0.088536,0.195188,2.993493
"1997","3",44.000000,535.000000,7.858000,0.311002,0.143925,2.443855,77.000000,0.178590,0.393721,12.159090,0.055542,0.122448,1.750000
"2003","2",44.000000,2293.000000,59.330000,0.845524,0.680767,50.164997,1561.000000,1.348409,2.972702,52.113636,1.140113,2.513494,35.477272
"2003","3",44.000000,1456.000000,24.536000,0.625577,0.346153,15.349162,504.000000,0.557636,1.229365,33.090909,0.348844,0.769062,11.454545
"2003","4",44.000000,1505.000000,20.780000,0.472044,0.251162,9.809083,378.000000,0.472272,1.041172,34.204545,0.222933,0.491479,8.590909
"2003","5",44.000000,473.000000,6.976000,0.505587,0.262156,3.526977,124.000000,0.158545,0.349529,10.750000,0.080158,0.176717,2.818181
"2003","6",44.000000,1362.000000,20.143000,0.466259,0.240822,9.391859,328.000000,0.457795,1.009255,30.954545,0.213451,0.470574,7.454545
"2003","7",44.000000,1058.000000,26.192000,0.849425,0.628544,22.248139,665.000000,0.595272,1.312338,24.045454,0.505639,1.114732,15.113636
"2003","8",44.000000,529.000000,10.253000,0.712412,0.487712,7.304364,258.000000,0.233022,0.513721,12.022727,0.166008,0.365981,5.863636
"2004","1",44.000000,2849.000000,62.205000,0.674965,0.531414,41.986236,1514.000000,1.413750,3.116753,64.750000,0.954232,2.103701,34.409090
"2004","2",44.000000,3145.000000,65.240000,0.619244,0.337360,40.399486,1061.000000,1.482727,3.268820,71.477272,0.918170,2.024197,24.113636
"2004","3",44.000000,645.000000,11.474000,0.658590,0.327131,7.556665,211.000000,0.260772,0.574899,14.659090,0.171742,0.378623,4.795454
"2004","4",44.000000,2778.000000,32.308000,0.295139,0.116990,9.535361,325.000000,0.734272,1.618777,63.136363,0.216712,0.477764,7.386363
"2004","5",44.000000,573.000000,6.127000,0.308810,0.108202,1.892079,62.000000,0.139250,0.306990,13.022727,0.043001,0.094801,1.409090
"2004","6",44.000000,782.000000,12.008000,0.354416,0.194373,4.255837,152.000000,0.272909,0.601655,17.772727,0.096723,0.213236,3.454545
"2004","7",44.000000,1351.000000,28.987000,0.725091,0.459659,21.018233,621.000000,0.658795,1.452380,30.704545,0.477687,1.053109,14.113636
"2004","8",44.000000,470.000000,9.562000,0.687948,0.457446,6.578164,215.000000,0.217318,0.479099,10.681818,0.149503,0.329595,4.886363
"2005","1",44.000000,1531.000000,33.044000,0.737106,0.557345,24.356948,853.295747,0.751000,1.655654,34.795454,0.553567,1.220393,19.393085
"2005","2",44.000000,5300.000000,69.276000,0.343328,0.175784,23.784436,931.660086,1.574454,3.471042,120.454545,0.540555,1.191708,21.174092
"2005","3",44.000000,1487.000000,21.086000,0.514094,0.191616,10.840198,284.934131,0.479227,1.056504,33.795454,0.246368,0.543143,6.475775
"2005","4",44.000000,1856.000000,24.741000,0.316183,0.164857,7.822692,305.976227,0.562295,1.239636,42.181818,0.177788,0.391952,6.954005
"2005","5",44.000000,893.000000,10.388000,0.257548,0.128475,2.675417,114.728667,0.236090,0.520486,20.295454,0.060804,0.134050,2.607469
"2005","6",43.000000,894.000000,15.212000,0.337255,0.199124,5.130327,178.017505,0.353767,0.779915,20.790697,0.119309,0.263030,4.139941
"2005","7",44.000000,2088.000000,38.158000,0.560739,0.361229,21.396698,754.246808,0.867227,1.911889,47.454545,0.486288,1.072071,17.141972
"2005","8",42.000000,404.000000,6.286000,0.467336,0.253405,2.937680,102.376021,0.149666,0.329955,9.619047,0.069944,0.154200,2.437524
"2006","1",42.000000,2076.000000,54.209999,0.833039,0.724299,45.159088,1503.644859,1.290714,2.845508,49.428571,1.075216,2.370422,35.801068
"2006","2",44.000000,3874.000000,67.900000,0.454194,0.292096,30.839808,1131.580756,1.543181,3.402098,88.045454,0.700904,1.545214,25.717744
"2006","3",44.000000,1749.000000,26.019999,0.617832,0.354166,16.075998,619.437500,0.591363,1.303720,39.750000,0.365363,0.805480,14.078125
"2006","4",44.000000,1087.000000,16.509999,0.225961,0.077419,3.730630,84.154838,0.375227,0.827226,24.704545,0.084787,0.186921,1.912609
"2006","5",44.000000,1469.000000,16.120000,0.147959,0.056818,2.385102,83.465909,0.366363,0.807685,33.386363,0.054206,0.119504,1.896952
"2006","6",42.000000,463.000000,8.409999,0.689390,0.500000,5.797770,231.500000,0.200238,0.441444,11.023809,0.138042,0.304327,5.511904
"2006","7",44.000000,2547.000000,44.172000,0.379926,0.190476,16.782097,485.142857,1.003909,2.213217,57.886363,0.381411,0.840859,11.025974
"2006","8",42.000000,868.000000,15.642999,0.548156,0.333333,8.574815,289.333333,0.372452,0.821108,20.666666,0.204162,0.450096,6.888888
"2007","1",43.000000,2986.000000,69.820000,0.776395,0.616161,54.207899,1839.858585,1.623720,3.579655,69.441860,1.260648,2.779226,42.787408
"2007","2",43.000000,8157.000000,115.520000,0.259398,0.142671,29.965735,1163.774319,2.686511,5.922683,189.697674,0.696877,1.536336,27.064519
"2007","3",44.000000,2857.000000,36.459999,0.391784,0.148305,14.284468,423.707627,0.828636,1.826811,64.931818,0.324647,0.715716,9.629718
"2007","4",44.000000,3043.000000,39.869999,0.168606,0.071428,6.722331,217.357142,0.906136,1.997668,69.159090,0.152780,0.336819,4.939935
"2007","5",44.000000,2129.000000,27.060000,0.268126,0.104972,7.255496,223.486187,0.615000,1.355829,48.386363,0.164897,0.363533,5.079231
"2007","6",43.000000,468.000000,8.750999,0.651913,0.423076,5.704897,198.000000,0.203511,0.448661,10.883720,0.132672,0.292488,4.604651
"2007","7",44.000000,2812.000000,53.360000,0.582725,0.423841,31.094215,1191.841059,1.212727,2.673578,63.909090,0.706686,1.557961,27.087296
"2007","8",44.000000,1700.000000,29.069999,0.625292,0.456521,18.177264,776.086956,0.660681,1.456539,38.636363,0.413119,0.910763,17.638339
"2008","1",44.000000,2807.000000,69.028399,0.801663,0.685714,55.337569,1924.800000,1.568827,3.458636,63.795454,1.257672,2.772663,43.745454
"2008","2",44.000000,7034.000000,105.321899,0.265828,0.128472,27.997595,903.673611,2.393679,5.277105,159.863636,0.636308,1.402806,20.538036
"2008","3",44.000000,2181.000000,33.081700,0.368763,0.190082,12.199321,414.570247,0.751856,1.657543,49.568181,0.277257,0.611241,9.422051
"2008","4",44.000000,3065.000000,51.211900,0.270288,0.165354,13.841984,506.811023,1.163906,2.565948,69.659090,0.314590,0.693546,11.518432
"2008","5",44.000000,1443.000000,21.716199,0.113541,0.057377,2.465696,82.795081,0.493549,1.088080,32.795454,0.056038,0.123542,1.881706
"2008","6",41.000000,303.000000,8.513799,0.481223,0.333333,4.097044,101.000000,0.207653,0.457793,7.390243,0.099927,0.220301,2.463414
"2008","7",44.000000,4248.000000,82.915000,0.546911,0.390829,45.347139,1660.244541,1.884431,4.154418,96.545454,1.030616,2.272097,37.732830
"2008","8",43.000000,1923.000000,33.093600,0.366575,0.255813,12.131308,491.930232,0.769618,1.696701,44.720930,0.282123,0.621969,11.440237
"2009","1",44.000000,4111.000000,97.868100,0.755372,0.617977,73.926908,2540.505617,2.224275,4.903636,93.431818,1.680157,3.704074,57.738764
"2009","2",44.000000,4951.000000,93.877300,0.507132,0.348837,47.608208,1727.093023,2.133575,4.703679,112.522727,1.082004,2.385387,39.252114
"2009","3",44.000000,1932.000000,34.777000,0.584491,0.300000,20.326855,579.600000,0.790386,1.742485,43.909090,0.461973,1.018467,13.172727
"2009","4",44.000000,1529.000000,30.935599,0.560286,0.377880,17.332792,577.778801,0.703081,1.550014,34.750000,0.393927,0.868451,13.131336
"2009","5",44.000000,864.000000,16.247499,0.397167,0.242236,6.452973,209.291925,0.369261,0.814073,19.636363,0.146658,0.323323,4.756634
"2009","7",44.000000,2753.000000,63.171700,0.718544,0.559845,45.391684,1541.254826,1.435720,3.165189,62.568181,1.031629,2.274329,35.028518
"2009","8",44.000000,1213.000000,25.112499,0.472858,0.353982,11.874668,429.380530,0.570738,1.258250,27.568181,0.269878,0.594974,9.758648
"2009","9",43.000000,269.000000,12.047499,1.000000,1.000000,12.047499,269.000000,0.280174,0.617672,6.255813,0.280174,0.617672,6.255813
"2010","1",44.000000,2428.000000,57.462599,0.839882,0.763005,48.261804,1852.578034,1.305968,2.879137,55.181818,1.096859,2.418135,42.104046
"2010","2",44.000000,2369.000000,56.714199,0.818324,0.723529,46.410598,1714.041176,1.288959,2.841639,53.840909,1.054786,2.325381,38.955481
"2010","3",43.000000,1012.000000,23.489199,0.697753,0.468164,16.389668,473.782771,0.546260,1.204285,23.534883,0.381155,0.840294,11.018203
"2010","4",43.000000,676.000000,16.075299,0.756211,0.588652,12.156328,397.929078,0.373844,0.824176,15.720930,0.282705,0.623252,9.254164
"2010","5",44.000000,214.000000,4.688199,0.647324,0.487804,3.034786,104.390243,0.106549,0.234900,4.863636,0.068972,0.152056,2.372505
"2010","7",44.000000,1173.000000,33.046500,0.776115,0.650485,25.647886,763.019417,0.751056,1.655779,26.659090,0.582906,1.285075,17.341350
"2010","8",44.000000,318.000000,8.149999,0.875360,0.765957,7.134183,243.574468,0.185227,0.408352,7.227272,0.162140,0.357455,5.535783
"2010","9",44.000000,395.000000,17.360199,1.000000,1.000000,17.360199,395.000000,0.394549,0.869824,8.977272,0.394549,0.869824,8.977272
"2011","1",43.000000,4139.000000,122.189999,0.903622,0.863309,110.413654,3573.237410,2.841627,6.264652,96.255813,2.567759,5.660882,83.098544
"2011","2",44.000000,3102.000000,85.280000,0.920359,0.808184,78.488219,2506.987212,1.938181,4.272915,70.500000,1.783823,3.932616,56.976982
"2011","3",44.000000,1537.000000,24.769999,0.542535,0.204188,13.438610,313.837696,0.562954,1.241089,34.931818,0.305422,0.673335,7.132674
"2011","4",43.000000,1045.000000,19.969999,0.690770,0.391304,13.794693,408.913043,0.464418,1.023857,24.302325,0.320806,0.707250,9.509605
"2011","5",44.000000,100.000000,1.599999,0.509853,0.238095,0.815766,23.809523,0.036363,0.080167,2.272727,0.018540,0.040873,0.541125
"2011","7",44.000000,968.000000,29.490000,0.834874,0.618181,24.620453,598.400000,0.670227,1.477583,22.000000,0.559555,1.233596,13.600000
"2011","8",44.000000,244.000000,5.279999,0.627347,0.384615,3.312396,93.846153,0.119999,0.264551,5.545454,0.075281,0.165966,2.132867
"2011","9",44.000000,445.000000,21.319999,1.000000,1.000000,21.319999,445.000000,0.484545,1.068228,10.113636,0.484545,1.068228,10.113636
"2012","1",44.000000,4141.000000,134.490000,0.979448,0.957095,131.726054,3963.333333,3.056590,6.738560,94.113636,2.993773,6.600074,90.075757
"2012","10",44.000000,1664.000000,30.759999,0.562372,0.263157,17.298577,437.894736,0.699090,1.541215,37.818181,0.393149,0.866737,9.952153
"2012","2",44.000000,2341.000000,63.679999,0.896854,0.747191,57.111680,1749.174157,1.447272,3.190657,53.204545,1.297992,2.861554,39.753958
"2012","3",43.000000,2193.000000,34.519999,0.382075,0.175824,13.189258,385.582417,0.802790,1.769832,51.000000,0.306726,0.676210,8.967032
"2012","4",42.000000,2198.000000,37.650000,0.402718,0.203007,15.162345,446.210526,0.896428,1.976266,52.333333,0.361008,0.795878,10.624060
"2012","5",44.000000,1037.000000,19.590000,0.351071,0.176767,6.877484,183.308080,0.445227,0.981548,23.568181,0.156306,0.344593,4.166092
"2012","7",44.000000,1437.000000,29.259999,0.635381,0.355450,18.591254,510.781990,0.664999,1.466058,32.659090,0.422528,0.931506,11.608681
"2012","8",43.000000,708.000000,17.430000,0.744332,0.557077,12.973717,394.410958,0.405348,0.893632,16.465116,0.301714,0.665159,9.172347
"2012","9",44.000000,209.000000,10.869999,1.000000,1.000000,10.869999,209.000000,0.247045,0.544636,4.750000,0.247045,0.544636,4.750000
"2013","1",43.000000,2555.000000,83.690000,0.915692,0.840000,76.634331,2146.200000,1.946279,4.290766,59.418604,1.782193,3.929024,49.911627
"2013","10",44.000000,805.000000,15.749999,0.569867,0.302752,8.975416,243.715596,0.357954,0.789146,18.295454,0.203986,0.449709,5.538990
"2013","11",43.000000,2079.000000,47.349999,0.852210,0.678414,40.352149,1410.422907,1.101162,2.427623,48.348837,0.938422,2.068845,32.800532
"2013","2",43.000000,3948.000000,84.099999,0.600207,0.365800,50.477466,1444.181818,1.955813,4.311787,91.813953,1.173894,2.587967,33.585623
"2013","3",44.000000,2254.000000,38.649999,0.545043,0.274774,21.065918,619.342342,0.878409,1.936540,51.227272,0.478770,1.055498,14.075962
"2013","4",44.000000,1369.000000,28.599999,0.574614,0.387387,16.433986,530.333333,0.649999,1.432989,31.113636,0.373499,0.823417,12.053030
"2013","5",43.000000,866.000000,16.019999,0.537167,0.339285,8.605415,293.821428,0.372558,0.821341,20.139534,0.200125,0.441197,6.833056
"2013","7",44.000000,1340.000000,35.699999,0.888474,0.768656,31.718522,1030.000000,0.811363,1.788732,30.454545,0.720875,1.589242,23.409090
"2013","8",44.000000,1206.000000,28.680000,0.802749,0.628865,23.022863,758.412371,0.651818,1.436998,27.409090,0.523246,1.153550,17.236644
"2013","9",43.000000,110.000000,6.390000,1.000000,1.000000,6.390000,110.000000,0.148604,0.327613,2.558139,0.148604,0.327613,2.558139
"2014","1",44.000000,2648.000000,83.100000,0.948546,0.894736,78.824197,2369.263157,1.888636,4.163687,60.181818,1.791459,3.949450,53.846889
"2014","10",43.000000,1746.000000,25.950000,0.568427,0.274111,14.750687,478.598984,0.603488,1.330450,40.604651,0.343039,0.756264,11.130208
"2014","11",43.000000,1361.000000,40.350000,0.902173,0.800000,36.402700,1088.800000,0.938372,2.068735,31.651162,0.846574,1.866358,25.320930
"2014","2",44.000000,4622.000000,82.610000,0.559474,0.422062,46.218229,1950.772182,1.877500,4.139136,105.045454,1.050414,2.315743,44.335731
"2014","3",43.000000,3059.000000,48.120000,0.611038,0.332155,29.403169,1016.063604,1.119069,2.467101,71.139534,0.683794,1.507493,23.629386
"2014","4",44.000000,1603.000000,31.750000,0.642624,0.436363,20.403314,699.490909,0.721590,1.590819,36.431818,0.463711,1.022298,15.897520
"2014","5",44.000000,491.000000,9.880000,0.488172,0.309210,4.823146,151.822368,0.224545,0.495032,11.159090,0.109616,0.241661,3.450508
"2014","7",43.000000,1214.000000,36.920000,0.905544,0.813084,33.432713,987.084112,0.858604,1.892879,28.232558,0.777504,1.714087,22.955444
"2014","8",44.000000,520.000000,14.308000,0.872803,0.780000,12.488071,405.600000,0.325181,0.716895,11.818181,0.283819,0.625709,9.218181
"2014","9",44.000000,148.000000,8.670000,1.000000,1.000000,8.670000,148.000000,0.197045,0.434406,3.363636,0.197045,0.434406,3.363636
"2015","1",44.000000,1655.000000,56.560000,0.974920,0.941558,55.141503,1558.279220,1.285454,2.833913,37.613636,1.253215,2.762839,35.415436
"2015","10",44.000000,2333.000000,42.550000,0.485968,0.241721,20.677940,563.937086,0.967045,2.131948,53.022727,0.469953,1.036058,12.816751
"2015","11",44.000000,1048.000000,46.510000,0.757840,0.489510,35.247170,513.006993,1.057045,2.330362,23.818181,0.801072,1.766043,11.659249
"2015","2",44.000000,3691.000000,62.640000,0.535236,0.337531,33.527243,1245.828715,1.423636,3.138548,83.886363,0.761982,1.679867,28.314288
"2015","3",44.000000,1621.000000,35.970000,0.669894,0.389221,24.096089,630.928143,0.817500,1.802260,36.840909,0.547638,1.207323,14.339275
