"year","Area","N","n","var_all_kg","se_all_kg","var_tau_lrg_kg","se_lrg_kg"
2013,"2",131,12,0.673988149352213,0.0717282908271117,14.0521740830623,0.0286154424293316
2013,"3",131,12,0.417106673614184,0.05642712476521,5.20195157351445,0.0174105245866952
2014,"1",44,NA,0.748039957716702,0.130387530576835,NA,NA
2014,"2",131,12,0.702093752201997,0.0732085670643695,54.8769959518596,0.0565488619390434
2014,"3",131,12,0.282970881972989,0.0464766938206247,3.7015837213005,0.0146866414570543
2015,"1",44,NA,0.826820718816068,0.137081654400187,NA,NA
2015,"2",131,12,0.40153349383441,0.0553637171287159,26.5741658780504,0.0393512493450098
2015,"3",132,12,0.0776273883876937,0.0242504902149286,1.11437881103346,0.00799728349709813
2016,"1",20,NA,1.78018526315789,0.298344202487487,NA,NA
2016,"2",60,24,1.05832598870056,0.132811017910197,14.1094987009256,0.0626043544388212
2016,"3",60,24,0.309466779661017,0.0718176834840623,1.89740854706014,0.0229577422613577
2017,"1",20,NA,1.71385763157895,0.292733465082056,NA,NA
2017,"2",59,23,2.12866762127411,0.189945024217495,67.6478743637669,0.139403945531716
2017,"3",60,23,0.99489093220339,0.128769233657435,9.79136545135272,0.0521519293649513
