"year","Area","N","n","var_all_kg","se_all_kg","var_tau_lrg_kg","se_lrg_kg"
2011,"3",132,10,0.162656969671439,0.0351034153642943,4.74480638825177,0.0165019518912758
2012,"1",132,12,1.98912842796917,0.122756485601952,5.62190492535199,0.017962542850885
2012,"2",129,15,0.505491864397522,0.0625982554427591,21.7844020411902,0.0361812120559054
2012,"3",131,23,0.314131967031445,0.0489689079601018,12.7140894899067,0.0272189480257824
2013,"1",130,12,0.907452248414111,0.0835487995777185,8.13790901410714,0.0219438619608723
2013,"2",131,12,0.673988149427615,0.071728290831124,14.05217409797,0.0286154424445104
2013,"3",131,12,0.417106673697754,0.0564271247708628,5.20195158795544,0.0174105246108617
2014,"1",131,12,0.871910405167352,0.0815831147946565,10.4704048898579,0.0247007671921543
2014,"2",131,12,0.702093752201997,0.0732085670643695,54.8769959518596,0.0565488619390434
2014,"3",131,12,0.282970881972989,0.0464766938206247,3.7015837213005,0.0146866414570543
2015,"1",132,12,0.650197362942401,0.0701835992098474,24.5205632462315,0.0375138199559238
2015,"2",131,12,0.40153349383441,0.0553637171287159,26.5741658780504,0.0393512493450098
2015,"3",132,12,0.0776273883876937,0.0242504902149286,1.11437881103346,0.00799728349709813
2016,"1",120,24,1.96951482240896,0.128111761833466,24.802075670223,0.0415014019761707
2016,"2",119,24,1.17810216493377,0.0994988351324816,55.8304686576509,0.0627897386417447
2016,"3",120,24,0.475713697478992,0.0629625349896661,9.55727869828445,0.0257623739124151
